ResponseId,Country,EdLevel,Age,Employment_status
17033,India,Something else,18-24 years old,Freelancer/Full-time Employment
17034,Sri Lanka,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
17038,Germany,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17039,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer/Full-time Employment
17041,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
17043,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25-34 years old,Freelancer/Full-time Employment
17044,Ukraine,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Freelancer/Full-time Employment
17045,Portugal,"Associate degree (A.A., A.S., etc.)",25-34 years old,Full-time Student
17046,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
17047,Czech Republic,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24 years old,Full-time Student
17048,Italy,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Part-time Employment
17050,Bangladesh,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17051,Italy,Primary/elementary school,45-54 years old,Freelancer/Full-time Employment
17053,Poland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24 years old,Full-time Employment
17059,Czech Republic,Some college/university study without earning a degree,35-44 years old,Full-time Employment
17060,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Part-time Employment
17066,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17068,France,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
17070,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,Full-time Employment
17073,Poland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
17076,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17078,France,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
17082,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",65 years or older,Freelancer
17083,Ukraine,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",25-34 years old,Full-time Employment
17085,Viet Nam,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
17088,France,"Associate degree (A.A., A.S., etc.)",25-34 years old,Full-time Employment
17091,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,Full-time Employment
17097,Philippines,Some college/university study without earning a degree,45-54 years old,Freelancer
17098,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25-34 years old,Full-time Employment
17099,Spain,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
17104,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,45-54 years old,Full-time Employment
17105,Bangladesh,"Associate degree (A.A., A.S., etc.)",25-34 years old,Freelancer/Full-time Employment
17108,Hungary,"Associate degree (A.A., A.S., etc.)",25-34 years old,Part-time Employment
17109,Ukraine,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
17110,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
17111,Italy,Some college/university study without earning a degree,25-34 years old,Freelancer/Full-time Employment
17119,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
17120,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,Full-time Employment
17128,Greece,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
17131,Ukraine,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17137,Czech Republic,Primary/elementary school,Under 18 years old,Full-time Student
17138,Bulgaria,Some college/university study without earning a degree,25-34 years old,Full-time Employment
17141,Czech Republic,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24 years old,Full-time Student
17143,Germany,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
17144,"Iran, Islamic Republic of...","Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
17147,Kazakhstan,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17152,Finland,Some college/university study without earning a degree,18-24 years old,Full-time Employment
17153,Australia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Full-time Employment
17159,Sweden,Primary/elementary school,55-64 years old,Full-time Employment
17160,Russian Federation,Some college/university study without earning a degree,35-44 years old,Freelancer/Full-time Employment
17163,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
17164,Romania,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17166,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
17168,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,Full-time Employment
17169,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,Full-time Student
17170,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
17172,United Kingdom of Great Britain and Northern Ireland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
17179,Australia,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",35-44 years old,Full-time Employment
17184,Germany,Some college/university study without earning a degree,25-34 years old,Freelancer/Full-time Employment
17186,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer
17187,Estonia,Something else,25-34 years old,Freelancer
17189,Azerbaijan,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,Freelancer
17193,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
17196,Spain,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17198,Italy,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17213,"Iran, Islamic Republic of...","Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Part-time Employment
17217,Russian Federation,Some college/university study without earning a degree,25-34 years old,Full-time Employment
17218,Greece,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
17219,Ukraine,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17221,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
17222,Argentina,Some college/university study without earning a degree,35-44 years old,Freelancer/Full-time Employment
17226,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
17228,Denmark,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer/Full-time Employment
17234,Kenya,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Part-time Employment
17235,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17236,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17242,"Iran, Islamic Republic of...","Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
17244,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
17245,Netherlands,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17249,Indonesia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
17252,South Africa,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
17257,Sri Lanka,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17259,France,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
17267,Romania,Some college/university study without earning a degree,25-34 years old,Full-time Employment
17268,Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Freelancer/Full-time Employment
17272,Japan,Something else,35-44 years old,Freelancer/Full-time Employment
17273,Burkina Faso,Some college/university study without earning a degree,35-44 years old,Freelancer
17278,Hungary,Some college/university study without earning a degree,18-24 years old,Full-time Student
17279,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
17293,Ukraine,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
17295,Italy,"Associate degree (A.A., A.S., etc.)",18-24 years old,Full-time Student
17296,Czech Republic,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",35-44 years old,Full-time Employment
17297,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
17300,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
17301,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
17309,Italy,Some college/university study without earning a degree,25-34 years old,Full-time Employment
17320,Spain,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
17322,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
17327,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
17329,Italy,Some college/university study without earning a degree,25-34 years old,Freelancer/Full-time Employment
17335,United States of America,Some college/university study without earning a degree,25-34 years old,Freelancer
17337,Ukraine,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",35-44 years old,Full-time Employment
17340,Israel,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17341,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17342,Italy,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
17343,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,Full-time Employment
17344,United Kingdom of Great Britain and Northern Ireland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer
17345,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,Full-time Employment
17354,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer
17355,United Kingdom of Great Britain and Northern Ireland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
17358,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
17359,Italy,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Freelancer
17360,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Freelancer/Full-time Employment
17364,Switzerland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Student
17368,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
17370,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
17372,United States of America,Primary/elementary school,25-34 years old,Part-time Employment
17374,Slovakia,Primary/elementary school,Under 18 years old,Full-time Student
17376,Indonesia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
17378,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17380,Czech Republic,Some college/university study without earning a degree,18-24 years old,Freelancer/Full-time Employment
17384,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
17385,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17388,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Full-time Employment
17389,Poland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24 years old,Full-time Employment
17390,Spain,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
17391,Argentina,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17392,Switzerland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer
17394,United States of America,Some college/university study without earning a degree,18-24 years old,Full-time Student
17401,United States of America,Some college/university study without earning a degree,35-44 years old,Full-time Employment
17403,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Part-time Employment
17404,Germany,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17405,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
17406,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer
17408,Germany,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Student
17413,Poland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer/Full-time Employment
17425,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer
17426,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
17438,United Kingdom of Great Britain and Northern Ireland,"Associate degree (A.A., A.S., etc.)",25-34 years old,Full-time Employment
17440,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
17442,Italy,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
17446,Canada,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
17449,Ukraine,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
17450,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Full-time Employment
17454,Italy,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
17455,Bulgaria,Some college/university study without earning a degree,25-34 years old,Freelancer/Full-time Employment
17460,Italy,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17462,Brazil,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
17474,Austria,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer/Full-time Employment
17477,Portugal,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Freelancer
17479,United States of America,Some college/university study without earning a degree,45-54 years old,Full-time Employment
17481,United States of America,Some college/university study without earning a degree,35-44 years old,Freelancer
17483,Serbia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17486,Israel,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",35-44 years old,Full-time Employment
17490,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,Full-time Employment
17491,Sweden,Some college/university study without earning a degree,55-64 years old,Freelancer
17493,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
17496,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",55-64 years old,Freelancer/Full-time Employment
17499,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,Full-time Employment
17502,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
17505,France,"Associate degree (A.A., A.S., etc.)",35-44 years old,Freelancer
17511,Sweden,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17512,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
17515,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17517,Ukraine,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Part-time Employment
17519,Colombia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
17520,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17522,Ukraine,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",25-34 years old,Full-time Employment
17524,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Under 18 years old,Freelancer
17534,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer
17540,Poland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24 years old,Full-time Employment
17542,Poland,Some college/university study without earning a degree,35-44 years old,Freelancer/Full-time Employment
17544,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17545,Uganda,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
17549,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer
17550,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
17558,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
17569,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",55-64 years old,Full-time Employment
17571,Mexico,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25-34 years old,Full-time Employment
17572,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
17575,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
17583,Indonesia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Part-time Employment
17585,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer
17590,Sweden,Some college/university study without earning a degree,25-34 years old,Full-time Employment
17592,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
17594,Brazil,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
17598,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
17602,Ukraine,Primary/elementary school,35-44 years old,Freelancer/Full-time Employment
17603,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,Full-time Employment
17604,United States of America,"Associate degree (A.A., A.S., etc.)",18-24 years old,Full-time Employment
17611,Canada,"Associate degree (A.A., A.S., etc.)",18-24 years old,Full-time Employment
17612,Russian Federation,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",45-54 years old,Full-time Employment
17618,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,Full-time Student
17619,Colombia,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
17620,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
17628,South Africa,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Full-time Employment
17630,Spain,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
17631,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
17632,Canada,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
17634,Bulgaria,Some college/university study without earning a degree,55-64 years old,Freelancer
17636,Poland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer/Full-time Employment
17638,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
17643,Ukraine,Some college/university study without earning a degree,Under 18 years old,Full-time Employment
17644,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",35-44 years old,Freelancer
17648,Costa Rica,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
17649,Nigeria,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
17651,Brazil,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
17653,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
17659,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17665,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,Freelancer
17667,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer
17672,Russian Federation,Some college/university study without earning a degree,18-24 years old,Full-time Employment
17675,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer/Full-time Employment
17676,Poland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17682,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,35-44 years old,Freelancer
17684,Germany,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17688,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
17689,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17690,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
17693,Poland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Under 18 years old,Full-time Employment
17697,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
17701,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
17702,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
17705,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
17708,Switzerland,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",25-34 years old,Full-time Employment
17711,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",65 years or older,Full-time Employment
17714,Ukraine,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17715,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
17717,Ghana,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17720,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17722,India,Some college/university study without earning a degree,25-34 years old,Full-time Employment
17729,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
17730,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer/Full-time Employment
17731,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
17733,United States of America,Primary/elementary school,Under 18 years old,Freelancer
17739,Indonesia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
17740,United States of America,"Associate degree (A.A., A.S., etc.)",35-44 years old,Full-time Employment
17742,Ukraine,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",25-34 years old,Freelancer/Full-time Employment
17743,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
17748,Sweden,"Associate degree (A.A., A.S., etc.)",35-44 years old,Full-time Employment
17750,Brazil,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
17754,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Full-time Employment
17758,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Freelancer
17760,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
17762,Germany,Something else,25-34 years old,Full-time Employment
17767,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
17768,"Iran, Islamic Republic of...","Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
17776,Canada,Something else,35-44 years old,Full-time Employment
17777,Mexico,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Full-time Employment
17788,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17789,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Student
17790,Brazil,Some college/university study without earning a degree,25-34 years old,Full-time Employment
17791,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17795,India,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24 years old,Full-time Student
17799,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer
17802,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
17804,Colombia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer
17811,Poland,Some college/university study without earning a degree,25-34 years old,Full-time Employment
17815,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
17817,Argentina,Some college/university study without earning a degree,45-54 years old,Full-time Employment
17818,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
17822,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
17824,India,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24 years old,Freelancer
17826,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
17831,Norway,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
17832,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
17836,Spain,Some college/university study without earning a degree,35-44 years old,Full-time Employment
17837,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
17839,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17842,Brazil,Some college/university study without earning a degree,25-34 years old,Full-time Employment
17845,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
17846,Spain,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
17848,Mexico,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Part-time Employment
17851,Germany,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17852,Canada,Some college/university study without earning a degree,35-44 years old,Full-time Employment
17853,Austria,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
17862,Ukraine,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25-34 years old,Full-time Employment
17864,Canada,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
